,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),State,Area,National_share
18952,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Ladakh,59146.0,1.8
18953,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Himachal Pradesh,55673.0,1.7
18954,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Uttarakhand,53483.0,1.62
18955,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Punjab,50362.0,1.53
18956,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Haryana,44212.0,1.34
18957,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Jammu and Kashmir,42241.0,1.28
18958,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Delhi,1483.0,0.04
18959,2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33,Chandigarh,114.0,0.003
18960,2019-10-01,Western,"1,332.38","1,011.09",34.02,43.3,34.47,107.53,Maharashtra,307713.0,9.36
18961,2019-10-01,Western,"1,332.38","1,011.09",34.02,43.3,34.47,107.53,Gujarat,196024.0,5.96
18962,2019-10-01,Western,"1,332.38","1,011.09",34.02,43.3,34.47,107.53,Goa,3702.0,0.11
18963,2019-10-01,Western,"1,332.38","1,011.09",34.02,43.3,34.47,107.53,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
18964,2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79,Karnataka,191791.0,5.83
18965,2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79,Andhra Pradesh,162970.0,4.87
18966,2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79,Tamil Nadu,130058.0,3.95
18967,2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79,Telangana,112077.0,3.49
18968,2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79,Kerala,38863.0,1.18
18969,2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79,Puducherry,492.0,0.01
18970,2019-10-01,Eastern,530.46,345.83,0.0,0.0,64.81,90.19,Odisha,155707.0,4.73
18971,2019-10-01,Eastern,530.46,345.83,0.0,0.0,64.81,90.19,Bihar,94163.0,2.86
18972,2019-10-01,Eastern,530.46,345.83,0.0,0.0,64.81,90.19,West Bengal,88752.0,2.7
18973,2019-10-01,Eastern,530.46,345.83,0.0,0.0,64.81,90.19,Jharkhand,79714.0,2.42
18975,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Rajasthan,342239.0,10.55
18976,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Uttar Pradesh,240928.0,7.33
18977,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Ladakh,59146.0,1.8
18978,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Himachal Pradesh,55673.0,1.7
18979,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Uttarakhand,53483.0,1.62
18980,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Punjab,50362.0,1.53
18981,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Haryana,44212.0,1.34
18982,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Jammu and Kashmir,42241.0,1.28
18983,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Delhi,1483.0,0.04
18984,2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71,Chandigarh,114.0,0.003
18985,2019-10-02,Western,"1,332.38",992.33,34.02,43.77,34.47,102.53,Maharashtra,307713.0,9.36
18986,2019-10-02,Western,"1,332.38",992.33,34.02,43.77,34.47,102.53,Gujarat,196024.0,5.96
18987,2019-10-02,Western,"1,332.38",992.33,34.02,43.77,34.47,102.53,Goa,3702.0,0.11
18988,2019-10-02,Western,"1,332.38",992.33,34.02,43.77,34.47,102.53,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
18989,2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14,Karnataka,191791.0,5.83
18990,2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14,Andhra Pradesh,162970.0,4.87
18991,2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14,Tamil Nadu,130058.0,3.95
18992,2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14,Telangana,112077.0,3.49
18993,2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14,Kerala,38863.0,1.18
18994,2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14,Puducherry,492.0,0.01
18995,2019-10-02,Eastern,530.46,371.10,0.0,0.0,64.81,88.38,Odisha,155707.0,4.73
18996,2019-10-02,Eastern,530.46,371.10,0.0,0.0,64.81,88.38,Bihar,94163.0,2.86
18997,2019-10-02,Eastern,530.46,371.10,0.0,0.0,64.81,88.38,West Bengal,88752.0,2.7
18998,2019-10-02,Eastern,530.46,371.10,0.0,0.0,64.81,88.38,Jharkhand,79714.0,2.42
19000,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Rajasthan,342239.0,10.55
19001,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Uttar Pradesh,240928.0,7.33
19002,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Ladakh,59146.0,1.8
19003,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Himachal Pradesh,55673.0,1.7
19004,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Uttarakhand,53483.0,1.62
19005,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Punjab,50362.0,1.53
19006,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Haryana,44212.0,1.34
19007,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Jammu and Kashmir,42241.0,1.28
19008,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Delhi,1483.0,0.04
19009,2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02,Chandigarh,114.0,0.003
19010,2019-10-03,Western,"1,332.38","1,067.69",34.02,44.04,34.47,105.36,Maharashtra,307713.0,9.36
19011,2019-10-03,Western,"1,332.38","1,067.69",34.02,44.04,34.47,105.36,Gujarat,196024.0,5.96
19012,2019-10-03,Western,"1,332.38","1,067.69",34.02,44.04,34.47,105.36,Goa,3702.0,0.11
19013,2019-10-03,Western,"1,332.38","1,067.69",34.02,44.04,34.47,105.36,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
19014,2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65,Karnataka,191791.0,5.83
19015,2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65,Andhra Pradesh,162970.0,4.87
19016,2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65,Tamil Nadu,130058.0,3.95
19017,2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65,Telangana,112077.0,3.49
19018,2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65,Kerala,38863.0,1.18
19019,2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65,Puducherry,492.0,0.01
19020,2019-10-03,Eastern,530.46,402.84,0.0,0.0,64.81,95.33,Odisha,155707.0,4.73
19021,2019-10-03,Eastern,530.46,402.84,0.0,0.0,64.81,95.33,Bihar,94163.0,2.86
19022,2019-10-03,Eastern,530.46,402.84,0.0,0.0,64.81,95.33,West Bengal,88752.0,2.7
19023,2019-10-03,Eastern,530.46,402.84,0.0,0.0,64.81,95.33,Jharkhand,79714.0,2.42
19025,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Rajasthan,342239.0,10.55
19026,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Uttar Pradesh,240928.0,7.33
19027,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Ladakh,59146.0,1.8
19028,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Himachal Pradesh,55673.0,1.7
19029,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Uttarakhand,53483.0,1.62
19030,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Punjab,50362.0,1.53
19031,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Haryana,44212.0,1.34
19032,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Jammu and Kashmir,42241.0,1.28
19033,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Delhi,1483.0,0.04
19034,2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56,Chandigarh,114.0,0.003
19035,2019-10-04,Western,"1,332.38","1,079.78",34.02,44.16,34.47,97.66,Maharashtra,307713.0,9.36
19036,2019-10-04,Western,"1,332.38","1,079.78",34.02,44.16,34.47,97.66,Gujarat,196024.0,5.96
19037,2019-10-04,Western,"1,332.38","1,079.78",34.02,44.16,34.47,97.66,Goa,3702.0,0.11
19038,2019-10-04,Western,"1,332.38","1,079.78",34.02,44.16,34.47,97.66,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
19039,2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43,Karnataka,191791.0,5.83
19040,2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43,Andhra Pradesh,162970.0,4.87
19041,2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43,Tamil Nadu,130058.0,3.95
19042,2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43,Telangana,112077.0,3.49
19043,2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43,Kerala,38863.0,1.18
19044,2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43,Puducherry,492.0,0.01
19045,2019-10-04,Eastern,530.46,433.06,0.0,0.0,64.81,105.92,Odisha,155707.0,4.73
19046,2019-10-04,Eastern,530.46,433.06,0.0,0.0,64.81,105.92,Bihar,94163.0,2.86
19047,2019-10-04,Eastern,530.46,433.06,0.0,0.0,64.81,105.92,West Bengal,88752.0,2.7
19048,2019-10-04,Eastern,530.46,433.06,0.0,0.0,64.81,105.92,Jharkhand,79714.0,2.42
19050,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Rajasthan,342239.0,10.55
19051,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Uttar Pradesh,240928.0,7.33
19052,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Ladakh,59146.0,1.8
19053,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Himachal Pradesh,55673.0,1.7
19054,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Uttarakhand,53483.0,1.62
19055,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Punjab,50362.0,1.53
19056,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Haryana,44212.0,1.34
19057,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Jammu and Kashmir,42241.0,1.28
19058,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Delhi,1483.0,0.04
19059,2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96,Chandigarh,114.0,0.003
19060,2019-10-05,Western,"1,332.38","1,092.20",34.02,44.12,34.47,98.86,Maharashtra,307713.0,9.36
19061,2019-10-05,Western,"1,332.38","1,092.20",34.02,44.12,34.47,98.86,Gujarat,196024.0,5.96
19062,2019-10-05,Western,"1,332.38","1,092.20",34.02,44.12,34.47,98.86,Goa,3702.0,0.11
19063,2019-10-05,Western,"1,332.38","1,092.20",34.02,44.12,34.47,98.86,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
19064,2019-10-05,Southern,597.38,519.98,46.77,56.08,84.88,96.11,Karnataka,191791.0,5.83
